chamber,role,state,district,name,party,kind,what,date,source,source_name,grade,lean,as_of,page
Senate,senator,MD,,Chris Van Hollen,Democratic,action,"With Sens. Warren and Blumenthal, sent letters to Google, Microsoft, Amazon, Meta, CoreWeave, Digital Realty and Equinix asking how they will prevent data center grid costs from being passed to consumers.",2025-12-16,https://www.warren.senate.gov/newsroom/press-releases/senator-warren-lawmakers-open-investigation-into-big-tech-data-centers-role-in-driving-up-families-utility-costs,Sen. Warren press release (joint),A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-v000128
Senate,senator,WA,,Maria Cantwell,Democratic,statement,"Asked about environmental groups' call for a data-center moratorium, Cantwell said advocates 'should call for an above-all energy plan that allows for the construction of renewables to play into that demand for the future,' adding 'we're growing, so we need more energy sources.'",2025-12-10,https://www.eenews.net/articles/lawmakers-oppose-greens-call-for-data-center-moratorium/,E&E News,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-c000127
House,candidate,OH,1,Greg Landsman,Democratic,statement,"Introduced H.R. 6529, the Protecting Families from AI Data Center Energy Costs Act, directing FERC to convene stakeholders and recommend ways to prevent data center energy costs from being passed onto residents.",2025-12-09,https://landsman.house.gov/posts/landsman-beyer-introduce-bill-to-protect-residents-from-rising-costs-caused-by-ai-data-centers,,,guardrails,2026-09-06,https://aigridwatch.com/house-races#race-oh-1
Senate,senator,AZ,,Ruben Gallego,Democratic,statement,"Announcing his energy plan, said utilities are mostly regulated at the state and local level but the ""federal government can invest in technology to divert energy from data centers during lulls in demand.""",2025-12-04,https://news.azpm.org/p/azpmnews/2025/12/4/227532-sen-gallego-proposes-slate-of-energy-policies-focusing-on-cost-and-reliability/,AZPM,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-g000574
Senate,senator,NM,,Martin Heinrich,Democratic,action,"With Sen. Mike Lee, sent a bipartisan letter urging FERC to take up DOE's Section 403 proposal for a rulemaking on large-load interconnection; Heinrich called it ""a step in the right direction"" and said the rule should ""ensure that households aren't left covering the increased demand from large new energy users.""",2025-11-21,https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-lee-back-doe-proposal-requiring-ferc-action-on-large-load-grid-connections,Sen. Heinrich press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001046
Senate,senator,DE,,Christopher A. Coons,Democratic,action,"Introduced the Liquid Cooling for AI Act (with Sen. Dave McCormick): GAO to assess R&D needs for liquid cooling in data centers, DOE to report recommendations, and an industry advisory body; the release cites LBNL's finding that data centers used 4.4% of U.S. electricity in 2023 and could reach 12.8% by 2028. Coons: ""Leading the world in AI innovation shouldn't have to mean skyrocketing energy bills for American families or giving up ground in the fight against climate change.""",2025-11-20,https://www.coons.senate.gov/news/press-releases/senators-coons-mccormick-introduce-bill-to-boost-us-ai-leadership-with-energy-efficient-liquid-cooling-technology,Sen. Coons press release,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-c001088
Senate,senator,MO,,Josh Hawley,Republican,statement,"After Missouri Senate President Pro Tem Cindy O'Laughlin called his data-center concerns misleading, said she ""told me to stop asking questions about data centers and higher electricity rates. Not a chance.""",2025-10-17,https://www.hawley.senate.gov/hawley-doubles-down-on-surging-data-center-concerns-in-response-to-state-legislator,Sen. Hawley press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001089
Senate,senator,MO,,Josh Hawley,Republican,action,"Sent a letter to Ameren CEO Martin Lyons asking whether Ameren analyzed how discounted data-center contracts will affect residential prices and whether it prioritized household rate stability, saying Missourians ""should not be forced to subsidize corporate projects while struggling to keep their lights on.""",2025-10-15,https://www.hawley.senate.gov/?p=6560,Sen. Hawley press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001089
Senate,senator,CO,,Michael F. Bennet,Democratic,action,"Co-signed (with Hickenlooper and four House members) a letter to Energy Secretary Wright on cancelled Colorado energy projects stating: ""In an era where artificial intelligence and data centers are driving a rise in energy demand, we must meet these challenges by investing in responsible and affordable energy solutions, rather than destabilizing them.""",2025-10-14,https://www.hickenlooper.senate.gov/press_releases/hickenlooper-bennet-neguse-degette-crow-pettersen-demand-answers-after-trump-admin-cut-600m-for-colorado-energy-projects/,Sen. Hickenlooper press release,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-b001267
Senate,senator,TX,,Ted Cruz,Republican,statement,"Press release after touring Oracle and OpenAI's Stargate AI data center in Abilene: 'Texas is leading the way to make sure the United States beats China in the AI race. This is the beginning of a long-term effort to invest in American jobs, supply the additional power needed for AI, and deliver products and services that will benefit all Americans.'",2025-09-24,https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-tours-oracle-and-openais-ai-data-center-in-abilene-applauds-announcement-of-further-investment-in-texas,Sen. Cruz press release,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-c001098
Senate,senator,WY,,Cynthia M. Lummis,Republican,statement,"Op-ed in Cowboy State Daily arguing Wyoming baseload energy should power U.S. AI data centers ('If we don't power America's AI with Wyoming energy, China will build their AI dominance on their coal instead'), citing 100 MW-plus AI training clusters; it does not address ratepayer or community impacts.",2025-09-23,https://www.lummis.senate.gov/press-releases/icymi-op-ed-from-senator-lummis-in-csd-wyoming-baseload-energy-is-trumps-secret-weapon-in-ai-war-against-china/,Sen. Lummis press release (op-ed reprint),,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-l000571
House,candidate,OH,12,Troy Balderson,Republican,statement,"Led H.R. 1047, the GRID Power Act, directing FERC to let grid operators fast-track dispatchable power projects through interconnection queues. Cited data center growth in central Ohio. Passed the House.",2025-09-18,https://balderson.house.gov/news/documentsingle.aspx?DocumentID=2887,,,accelerate,2026-09-06,https://aigridwatch.com/house-races#race-oh-12
Senate,senator,AZ,,Mark Kelly,Democratic,statement,"Released the ""AI for America"" roadmap, noting data center power use could reach up to 12% of national electricity demand and proposing an AI Horizon Fund financed by AI companies; ""As AI companies thrive, they must be good partners and invest in our workers, our economy, and our energy future.""",2025-09-17,https://www.kelly.senate.gov/newsroom/press-releases/kelly-releases-ai-for-america-a-roadmap-to-make-ai-work-for-all-americans-not-just-big-companies/,Sen. Kelly press release,B,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-k000377
House,candidate,OH,9,Marcy Kaptur,Democratic,statement,"In House floor remarks on the FY2026 Energy and Water Development bill, warned that unchecked data center growth could raise average US electricity generation costs by roughly 8% by 2030. Cited Ohio families seeing 10%+ monthly bill increases.",2025-09-03,https://kaptur.house.gov/media-center/press-releases/ranking-member-kaptur-floor-remarks-2026-energy-and-water-development,,,guardrails,2026-09-06,https://aigridwatch.com/house-races#race-oh-9
Senate,senator,WY,,John Barrasso,Republican,statement,"Senate floor speech praising the Trump AI Action Plan because 'it tears down barriers to building new data centers,' arguing that data centers need steady, reliable power and that more American energy means data centers grow in America rather than overseas.",2025-07-30,https://www.barrasso.senate.gov/barrasso-whoever-powers-the-ai-revolution-will-win-the-ai-arms-race/,Sen. Barrasso floor speech,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-b001261
Senate,senator,NM,,Martin Heinrich,Democratic,action,"At a July 2025 ENR hearing on electricity demand growth, questioned Vantage Data Centers EVP Jeff Tench about how Interior Department reviews delaying wind and solar on federal land affect data-center business and grid reliability.",2025-07-24,https://www.heinrich.senate.gov/newsroom/press-releases/heinrich-criticizes-trump-administration-for-working-to-stall-energy-projects-and-raise-costs-on-families,Sen. Heinrich press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001046
Senate,senator,NJ,,Andy Kim,Democratic,action,"Introduced with Sen. Tim Sheehy the Advanced Reactor Modernization for Operational Resilience (ARMOR) Act of 2025, which authorizes up to 50-year military contracts for power from advanced nuclear reactors and, per the release, encourages ""the co-location of AI infrastructure and data centers"" at those installations.",2025-07-23,https://www.kim.senate.gov/press_release/senators-kim-and-sheehy-introduce-legislation-to-harness-nuclear-energy-and-bolster-national-defense/,Sen. Kim press release,B,mixed,2026-09-05,https://aigridwatch.com/senators#sen-k000394
Senate,senator,UT,,Mike Lee,Republican,action,"Chaired a Senate Energy and Natural Resources hearing on surging electricity demand, saying 'America's electricity demand is surging. We're entering a new era driven by data centers, AI computing, electric vehicles, and manufacturing returning home.'",2025-07-23,https://www.energy.senate.gov/2025/7/chairman-lee-holds-hearing-to-address-urgent-challenges-facing-america-s-skyrocketing-energy-demands,Senate Energy and Natural Resources Committee release,B,mixed,2026-09-05,https://aigridwatch.com/senators#sen-l000577
Senate,senator,PA,,David McCormick,Republican,action,"Hosted the Pennsylvania Energy and Innovation Summit with President Trump, where companies announced more than $90 billion in data-center, energy and workforce investments (CoreWeave $6B Lancaster, Blackstone $25B NE PA, ECP $5B York); the fact sheet mentions no ratepayer or community safeguards.",2025-07-15,https://www.mccormick.senate.gov/news/press-releases/fact-sheet-more-than-90-billion-in-investments-announced-at-senator-mccormicks-pennsylvania-energy-and-innovation-summit/,Sen. McCormick press release,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-m001243
House,candidate,VA,1,Rob Wittman,Republican,statement,"Supported the FY2026 NDAA committee text that “directs the Navy to use a promising partnership between Naval Weapons Station Yorktown and Dominion Energy as a pathfinder to determine how to leverage nuclear power to meet Navy and Marine Corps installation power demands, in addition to supporting the data center energy demands of accelerating technologies like artificial intelligence.”",2025-07-15,https://wittman.house.gov/newsroom/press-releases/wittman-supports-legislation-that-strengthens-national-defense-and-supports-virginia-shipbuilding,,,accelerate,2026-09-05,https://aigridwatch.com/house-races#race-va-1
Senate,senator,HI,,Brian Schatz,Democratic,statement,"Senate floor remarks: 'Energy demand is soaring for the first time in decades, largely not exclusively, but largely because of AI data centers,' arguing wind and solar are the fastest way to meet that demand; no position on who pays.",2025-06-29,https://www.schatz.senate.gov/news/press-releases/schatz-republicans-are-ripping-people-off-plunging-country-into-energy-crisis-to-cut-taxes-for-billionaires,Sen. Schatz press release (floor remarks),,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-s001194
Senate,senator,NJ,,Cory A. Booker,Democratic,action,"Co-led, with Sen. Andy Kim and seven NJ House members, a letter to PJM Interconnection ahead of a ~17% June 2025 rate increase; the letter says the 2024 capacity auction results ""reflect the growing demand on the grid from data centers and advanced computer technology"" and asks PJM what it is doing to lower rates, speed interconnection and prevent future price spikes.",2025-05-02,https://www.kim.senate.gov/press_release/kim-booker-lead-members-of-nj-congressional-delegation-in-letter-to-pjm-interconnection-pjm-raising-serious-concerns-over-rate-increase-impacting-new-jersey-families/,Sen. Kim press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-b001288
Senate,senator,NJ,,Andy Kim,Democratic,action,"Co-led, with Sen. Booker and seven NJ House members, a letter to PJM Interconnection ahead of a ~17% June 2025 rate increase; the letter attributes the 2024 capacity auction results to ""the growing demand on the grid from data centers and advanced computer technology"" and asks PJM what it is doing to lower rates, speed interconnection and prevent future price spikes.",2025-05-02,https://www.kim.senate.gov/press_release/kim-booker-lead-members-of-nj-congressional-delegation-in-letter-to-pjm-interconnection-pjm-raising-serious-concerns-over-rate-increase-impacting-new-jersey-families/,Sen. Kim press release,B,mixed,2026-09-05,https://aigridwatch.com/senators#sen-k000394
House,candidate,OH,12,Troy Balderson,Republican,statement,"At Energy and Commerce hearing, noted his district hosts Google, AWS, Meta, QTS, Vantage and others, with signed power agreements reaching 5,000 MW by 2030. Questioned Eric Schmidt about tech companies' role in bringing new generation capacity online.",2025-04-09,https://energycommerce.house.gov/posts/energy-and-commerce-committee-holds-hearing-on-ai-and-american-global-competitiveness,,,accelerate,2026-09-06,https://aigridwatch.com/house-races#race-oh-12
Senate,senator,SD,,John Thune,Republican,statement,"Floor remarks 'Energy Security is National Security' warned that 'the boom in data center construction – in particular to power the rise of artificial intelligence – is placing, and will place, vast new demands upon the grid,' arguing for more conventional energy supply.",2025-02-25,https://www.republicanleader.senate.gov/newsroom/remarks/thune-energy-security-is-national-security,Senate Majority Leader Thune floor remarks,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-t000250
Senate,senator,AZ,,Mark Kelly,Democratic,action,"Co-signed a letter (with Sens. Van Hollen, Booker and Kaine) asking FERC to ""host a technical conference"" on ensuring sufficient new generation for data center demand while keeping rates affordable and respecting state energy policy.",2025-02-14,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-colleagues-call-on-ferc-to-ensure-affordable-reliable-electricity-service-for-americans-amid-rising-energy-demands-of-data-centers,Sen. Van Hollen press release,B,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-k000377
Senate,senator,RI,,Sheldon Whitehouse,Democratic,action,"Led a letter with Sens. Schatz, Welch, Markey and Warren urging the Biden White House to reconsider a proposed executive order fast-tracking AI data-center construction, asking it to keep clean air and water standards and not prioritize tech companies' energy needs over households; said large companies ""should not"" be relieved of bringing new clean energy ""while passing higher energy costs on to working families.""",2024-12-17,https://www.whitehouse.senate.gov/news/release/whitehouse-colleagues-urge-white-house-to-reconsider-potential-executive-action-on-fast-track-data-center-buildout-for-ai/,Sen. Whitehouse press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000802
Senate,senator,WV,,Shelley Moore Capito,Republican,statement,"On efforts to bring a data center to Logan County, said 'We want them in West Virginia. They are massive investments, billions of dollars,' and 'The appetite for power is going to be so huge. Everyone's going to win here.'",2024-12-12,https://wvpublic.org/story/energy-environment/we-want-them-capito-supports-efforts-to-build-a-data-center/,West Virginia Public Broadcasting,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-c001047
Senate,senator,AK,,Lisa Murkowski,Republican,action,"Introduced the Department of Energy AI Act with Sen. Joe Manchin; the bill directs DOE to ""study the growth of computing data centers and the electrical power load."" Her quoted remarks concern AI for science and permitting, not data centers.",2024-07-10,https://www.murkowski.senate.gov/press/release/murkowski-manchin-introduce-bipartisan-legislation-to-advance-department-of-energy-ai-research-for-science-security-and-technology,Sen. Murkowski press release,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-m001153
Senate,senator,MS,,Roger F. Wicker,Republican,statement,"Statement on the groundbreaking of Amazon Web Services' $10 billion, two-campus hyperscale data-center project in Madison County, calling it ""a historic investment in our state"" and pledging to keep Mississippi attractive to business.",2024-05-20,https://www.wicker.senate.gov/2024/5/senator-wicker-celebrates-groundbreaking-of-largest-economic-development-project-in-state-history,Sen. Wicker press release,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-w000437
Senate,senator,ND,,John Hoeven,Republican,statement,"Letter read at Applied Digital's Ellendale data-center energizing ceremony saying ""technology is serving as the third wave of our state's economic growth following expansion in agriculture and energy"" and that the facility provides infrastructure and computing capacity across industries.",2023-06-16,https://www.jamestownsun.com/news/applied-digital-celebrates-energizing-of-facility-in-ellendale-nd,Jamestown Sun,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-h001061
Senate,senator,ND,,Kevin Cramer,Republican,statement,"Letter read by his constituent-services representative at Applied Digital's Ellendale data-center energizing ceremony, saying that with North Dakota's ""wide open spaces, abundant energy and ideal climate, there is a bright future for additional development within our state.""",2023-06-16,https://www.jamestownsun.com/news/applied-digital-celebrates-energizing-of-facility-in-ellendale-nd,Jamestown Sun,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-c001096
Senate,senator,MT,,Steve Daines,Republican,statement,"Announced at his Montana 'On the Rise' Economic Summit a Bitzero investment to build a 50 MW data center powered by Confederated Salish and Kootenai Tribes hydropower, saying it would ""support good-paying jobs in Montana"" and keep the state ""at the forefront of the energy and technology sector.""",2022-06-02,https://daines.senate.gov/news/press-releases/new-data-center-powered-by-cskt-hydro-announced-at-daines-economic-summit,Sen. Daines press release,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-d000618
Senate,senator,ID,,Mike Crapo,Republican,statement,"Statement in the Idaho Commerce announcement of Meta's $800 million Kuna data center: 'This is a promising step for job growth and opportunities in the community,' noting the center is expected to be supported by renewable energy.",2022-02-16,https://commerce.idaho.gov/press/meta-announces-kuna-as-location-of-new-data-center/,Idaho Department of Commerce press release,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-c000880
Senate,senator,ID,,James E. Risch,Republican,statement,"Statement in the Idaho Commerce announcement of Meta's Kuna data center: 'The creation of new jobs is of utmost importance in a community growing as rapidly as the Treasure Valley,' saying the center 'will provide hardworking Idahoans with good-paying jobs.'",2022-02-16,https://commerce.idaho.gov/press/meta-announces-kuna-as-location-of-new-data-center/,Idaho Department of Commerce press release,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-r000584
Senate,senator,ME,,Susan M. Collins,Republican,statement,"Joined Sen. King at the Millinocket celebration welcoming Nautilus Data Technologies' water-cooled, hydro-powered data center to the former Great Northern Paper mill site, calling it ""one of the greenest facilities in the world.""",2021-06-05,https://www.king.senate.gov/newsroom/press-releases/senators-collins-king-attend-millinocket-celebration-welcoming-nautilus-data-technologies-to-former-paper-mill,Sen. King press release,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-c001035
Senate,senator,ME,,"Angus S. King, Jr.",Independent,statement,"Joined Sen. Collins at the Millinocket celebration welcoming Nautilus Data Technologies' water-cooled, 100% hydro-powered data center to the former Great Northern Paper mill site, saying ""sustainable projects like this are the blueprint for Maine's future"" and ""create good jobs that strengthen our communities.""",2021-06-05,https://www.king.senate.gov/newsroom/press-releases/senators-collins-king-attend-millinocket-celebration-welcoming-nautilus-data-technologies-to-former-paper-mill,Sen. King press release,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-k000383
Senate,senator,ND,,John Hoeven,Republican,statement,"Spoke at the groundbreaking of Midco's $12 million Tier III data center in Fargo, calling fast, secure data services vital across energy, health care, and other sectors and the facility important infrastructure for attracting national companies.",2017-08-15,https://www.hoeven.senate.gov/newsroom/press-releases/hoeven-new-data-center-will-be-vital-tech-infrastructure-for-north-dakota-help-bring-national-companies-to-the-region,Sen. Hoeven press release,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-h001061
Senate,senator,IL,,Tammy Duckworth,Democratic,action,"Cosponsored the Power for the People Act, making data-center operators pay the grid costs they create.",,https://www.welch.senate.gov/welch-joins-new-bill-to-ensure-americans-arent-footing-the-bill-for-big-data-centers,Sen. Welch joins bill so Americans aren't footing big data-center costs (2026),A,,,https://aigridwatch.com/senators#sen-d000622
